Record_ID,Country,State_Region,Date,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccination_Rate,Hospitalization_Rate,ICU_Cases
COVID_003505,France,Nouvelle-Aquitaine,2020-04-11,502.0,15.0,372.0,115.0,2051.0,61.2,3.9,0.0
COVID_013842,Turkey,Antalya,2020-07-03,486.0,26.0,311.0,149.0,1985.0,65.9,11.2,2.0
COVID_016225,Japan,Aichi,2021-10-15,477.0,64.0,385.0,28.0,,81.9,5.9,0.0
COVID_015197,Iran,Isfahan,2021-03-01,503.0,20.0,419.0,64.0,2040.0,24.7,11.4,1.0
COVID_016856,Germany,Saxony,2021-11-18,524.0,8.0,438.0,78.0,2054.0,59.0,11.3,1.0
COVID_013818,Mexico,Puebla,2021-12-05,517.0,39.0,419.0,59.0,2047.0,61.7,5.0,0.0
COVID_008549,Russia,Republic of Bashkortostan,2020-08-28,471.0,19.0,430.0,22.0,1972.0,53.7,4.7,0.0
COVID_002649,Japan,Kyoto,2023-07-16,490.0,17.0,446.0,27.0,1904.0,69.6,11.3,0.0
COVID_008377,UK,England,2020-09-28,486.0,48.0,425.0,,1975.0,50.4,2.9,0.0
COVID_000586,China,Henan,2022-03-24,465.0,32.0,337.0,96.0,2033.0,50.0,11.5,
COVID_015562,Australia,Northern Territory,2022-01-24,498.0,49.0,413.0,36.0,1994.0,93.0,3.8,0.0
COVID_006434,Germany,Saxony,2020-12-10,515.0,20.0,426.0,69.0,2034.0,60.6,2.7,0.0
COVID_002667,Germany,Schleswig-Holstein,2023-03-18,464.0,40.0,372.0,52.0,1959.0,20.7,8.9,0.0
COVID_001020,Australia,Western Australia,2021-09-21,495.0,56.0,464.0,0.0,2006.0,94.8,18.9,0.0
COVID_003025,Japan,Saitama,2023-07-08,472.0,22.0,318.0,132.0,1957.0,18.8,6.0,1.0
COVID_007874,Italy,Campania,2022-04-15,466.0,17.0,310.0,139.0,1970.0,71.2,2.7,0.0
COVID_004019,Mexico,Guanajuato,2022-08-23,516.0,20.0,377.0,119.0,2036.0,83.8,15.6,2.0
COVID_017080,Spain,Castile and Leon,2020-01-18,467.0,48.0,349.0,70.0,1970.0,71.7,13.4,1.0
COVID_016977,Iran,Alborz,2022-01-22,492.0,18.0,458.0,16.0,2098.0,92.7,11.5,0.0
COVID_006391,UK,Scotland,2021-05-08,499.0,33.0,420.0,46.0,2009.0,64.9,12.4,1.0
COVID_005056,India,Andhra Pradesh,2020-07-01,484.0,62.0,333.0,89.0,1963.0,93.2,11.3,1.0
COVID_009937,South Africa,Eastern Cape,2021-12-19,495.0,67.0,369.0,59.0,1979.0,80.6,17.9,1.0
COVID_004512,South Korea,Seoul,2021-07-01,469.0,48.0,383.0,38.0,1990.0,55.0,6.6,0.0
COVID_009267,Iran,Alborz,2020-01-20,528.0,53.0,368.0,107.0,1962.0,81.7,5.2,1.0
COVID_014931,France,Normandy,2022-04-08,542.0,16.0,498.0,28.0,1946.0,83.7,8.2,0.0
COVID_017880,Turkey,Istanbul,2021-09-26,482.0,63.0,423.0,0.0,2063.0,72.0,8.6,0.0
COVID_006663,Iran,Kerman,2021-09-23,531.0,9.0,479.0,43.0,1989.0,70.5,5.5,0.0
COVID_013322,Japan,Hyogo,2022-11-11,518.0,43.0,326.0,149.0,1999.0,87.3,19.7,3.0
COVID_006232,Turkey,Istanbul,2022-04-14,484.0,19.0,315.0,150.0,2056.0,32.4,17.1,3.0
COVID_009277,France,Grand Est,2023-03-24,543.0,6.0,420.0,117.0,1981.0,37.5,5.8,1.0
COVID_011729,Turkey,Mersin,2021-07-03,454.0,27.0,416.0,11.0,2051.0,82.2,4.0,0.0
COVID_004899,Germany,Berlin,2020-09-23,495.0,37.0,,51.0,2013.0,92.0,14.9,1.0
COVID_016784,India,West Bengal,2020-04-16,494.0,43.0,443.0,8.0,1933.0,46.6,12.6,0.0
COVID_000071,Turkey,Bursa,2021-04-28,491.0,58.0,394.0,39.0,2036.0,57.8,17.4,1.0
COVID_009759,Spain,Castilla-La Mancha,2021-09-03,508.0,5.0,481.0,22.0,1936.0,50.6,8.1,0.0
COVID_008150,Germany,Rhineland-Palatinate,2023-05-08,489.0,59.0,449.0,0.0,1958.0,37.1,8.2,0.0
COVID_003004,France,Hauts-de-France,2023-07-01,499.0,40.0,356.0,103.0,2009.0,81.5,15.0,2.0
COVID_015916,South Africa,Mpumalanga,2021-06-22,478.0,41.0,323.0,114.0,1989.0,81.1,5.9,1.0
COVID_000149,Italy,Lombardy,2023-01-14,491.0,,365.0,94.0,1971.0,76.5,16.6,2.0
COVID_005317,Iran,Isfahan,2020-02-07,495.0,35.0,452.0,8.0,1939.0,11.2,3.1,0.0
COVID_012943,Iran,Mazandaran,2021-04-24,479.0,,429.0,18.0,1976.0,60.9,16.0,0.0
COVID_015638,Mexico,Nuevo Leon,2022-05-05,524.0,37.0,421.0,66.0,2001.0,74.3,8.2,1.0
COVID_013774,Italy,Apulia,2023-10-10,511.0,31.0,342.0,138.0,2030.0,19.6,18.3,3.0
COVID_015099,Iran,Kerman,2022-02-28,512.0,14.0,468.0,30.0,1985.0,63.0,14.9,0.0
COVID_016047,Iran,Isfahan,2023-03-14,491.0,70.0,303.0,118.0,1942.0,30.9,13.7,2.0
COVID_007253,Mexico,Sonora,2021-12-17,522.0,13.0,416.0,93.0,2020.0,12.1,16.0,1.0
COVID_001096,Mexico,Puebla,2023-05-08,540.0,33.0,348.0,159.0,2092.0,40.5,14.0,2.0
COVID_017524,India,Kerala,2020-12-04,478.0,19.0,374.0,85.0,2003.0,76.4,14.1,1.0
COVID_003396,Germany,Bavaria,2021-08-05,525.0,8.0,317.0,200.0,2047.0,71.2,15.8,3.0
COVID_011021,Brazil,Bahia,2023-12-26,489.0,66.0,461.0,0.0,2034.0,94.2,10.3,0.0
COVID_009141,India,Gujarat,2022-02-03,507.0,74.0,346.0,87.0,1839.0,67.8,,0.0
COVID_011227,China,Jiangsu,2023-10-03,464.0,51.0,389.0,24.0,1943.0,27.2,7.0,0.0
COVID_013579,South Korea,Seoul,2020-10-25,509.0,25.0,394.0,90.0,1964.0,14.9,10.2,1.0
COVID_001801,Japan,Saitama,2023-09-23,515.0,26.0,,79.0,2033.0,58.6,4.0,0.0
COVID_011966,Japan,Hokkaido,2023-12-28,501.0,31.0,342.0,128.0,1936.0,30.1,7.3,1.0
COVID_012712,France,Normandy,2021-10-11,501.0,32.0,337.0,132.0,1994.0,87.0,13.3,2.0
COVID_017357,Russia,Chelyabinsk Oblast,2021-01-04,455.0,13.0,431.0,11.0,2081.0,26.0,12.4,0.0
COVID_008297,France,Provence-Alpes-Cote d'Azur,2023-07-18,505.0,67.0,358.0,80.0,1985.0,91.4,17.6,1.0
COVID_004607,USA,Illinois,2021-04-08,520.0,6.0,366.0,148.0,1868.0,93.6,6.5,1.0
COVID_000077,UK,Scotland,2020-05-08,484.0,,407.0,53.0,2031.0,45.9,15.0,1.0
COVID_011797,Italy,Piedmont,2022-02-01,477.0,32.0,390.0,55.0,2036.0,38.8,10.8,1.0
COVID_004630,Turkey,Istanbul,2021-01-17,501.0,73.0,329.0,99.0,1978.0,72.9,17.1,2.0
COVID_009476,Turkey,Adana,2022-05-06,484.0,52.0,298.0,134.0,1970.0,58.6,4.4,1.0
COVID_001742,South Korea,Gyeonggi,2021-10-05,515.0,76.0,418.0,21.0,2077.0,33.9,10.4,0.0
COVID_013140,Germany,Saxony,2023-08-23,501.0,31.0,468.0,2.0,,16.0,4.7,0.0
COVID_012713,South Africa,Northern Cape,2022-09-17,497.0,69.0,461.0,0.0,1956.0,85.2,12.1,0.0
COVID_009494,Japan,Tokyo,2020-05-21,454.0,24.0,386.0,44.0,2008.0,20.5,9.0,0.0
COVID_006742,Canada,Ontario,2022-12-14,512.0,65.0,394.0,53.0,2006.0,15.8,16.5,1.0
COVID_003859,India,Maharashtra,2020-02-02,515.0,33.0,380.0,102.0,2073.0,15.0,18.7,2.0
COVID_004436,Mexico,Jalisco,2023-12-20,468.0,6.0,429.0,33.0,1982.0,16.3,19.4,1.0
COVID_016107,South Korea,Ulsan,2023-11-13,525.0,32.0,453.0,40.0,2009.0,65.2,7.3,0.0
COVID_012459,Germany,Bavaria,2021-06-03,507.0,37.0,358.0,112.0,1987.0,91.1,6.5,1.0
COVID_017483,Iran,East Azerbaijan,2023-12-28,516.0,77.0,427.0,12.0,1984.0,52.3,14.0,0.0
COVID_000845,Brazil,Minas Gerais,2023-01-07,512.0,65.0,383.0,64.0,,65.1,13.4,1.0
COVID_005568,South Africa,Mpumalanga,2020-12-02,473.0,6.0,349.0,118.0,1993.0,14.1,11.0,1.0
COVID_015616,Australia,New South Wales,2022-01-21,500.0,16.0,452.0,32.0,2016.0,38.6,18.6,1.0
COVID_008361,Brazil,Parana,2023-08-09,510.0,27.0,465.0,18.0,1931.0,45.4,10.3,0.0
COVID_016710,Italy,Sicily,2020-03-01,458.0,51.0,375.0,32.0,1999.0,57.5,4.2,0.0
COVID_007976,Japan,Kyoto,2021-09-04,532.0,27.0,465.0,40.0,1926.0,74.9,11.5,0.0
COVID_017247,USA,New York,2023-07-10,466.0,45.0,351.0,70.0,2024.0,29.3,17.0,1.0
COVID_002191,Italy,Lazio,2021-10-17,474.0,26.0,443.0,5.0,2034.0,41.0,15.0,0.0
COVID_016957,Spain,Aragon,2020-03-19,505.0,43.0,341.0,121.0,1971.0,76.0,13.2,2.0
COVID_004844,Brazil,Rio de Janeiro,2022-07-01,511.0,49.0,468.0,0.0,1984.0,83.7,15.0,0.0
COVID_009583,Brazil,Pernambuco,2020-05-24,472.0,9.0,337.0,126.0,1971.0,46.1,13.0,2.0
COVID_007391,Germany,Saxony,2022-02-12,501.0,32.0,368.0,101.0,1978.0,24.4,3.2,0.0
COVID_009581,South Korea,Gyeonggi,2021-10-23,483.0,15.0,436.0,32.0,2070.0,67.6,4.6,0.0
COVID_012251,USA,New York,2023-07-21,500.0,6.0,378.0,116.0,1971.0,62.6,15.6,2.0
COVID_017331,USA,Texas,2021-02-19,482.0,36.0,324.0,122.0,1978.0,58.5,9.2,1.0
COVID_004816,UK,Northern Ireland,2023-06-07,,63.0,317.0,136.0,1979.0,75.7,9.9,1.0
COVID_006127,France,Ile-de-France,2020-09-21,508.0,44.0,438.0,26.0,2036.0,94.2,15.9,0.0
COVID_008328,Australia,Northern Territory,2023-02-16,505.0,14.0,341.0,150.0,1987.0,45.1,13.1,2.0
COVID_000665,Spain,Andalusia,2021-12-20,514.0,,452.0,17.0,1886.0,53.5,4.3,0.0
COVID_014874,Canada,Quebec,2022-02-16,497.0,63.0,322.0,112.0,2101.0,66.6,16.3,
COVID_012037,Japan,Hokkaido,2021-07-27,498.0,73.0,380.0,45.0,2041.0,57.7,18.9,1.0
COVID_005485,Germany,Bavaria,2020-07-19,463.0,69.0,409.0,0.0,1918.0,,15.3,0.0
COVID_004546,Brazil,Rio de Janeiro,2020-02-27,496.0,6.0,389.0,101.0,2044.0,23.7,13.7,1.0
COVID_010179,Mexico,State of Mexico,2021-07-15,509.0,29.0,459.0,21.0,2057.0,30.0,11.4,0.0
COVID_005275,South Africa,Western Cape,2021-11-27,471.0,57.0,438.0,0.0,2038.0,58.4,13.7,0.0
COVID_001086,Germany,Hamburg,2022-01-24,500.0,26.0,340.0,134.0,1989.0,88.5,6.2,1.0
COVID_000424,Russia,Moscow Oblast,2023-02-14,486.0,37.0,456.0,0.0,2034.0,17.3,15.6,0.0
COVID_013988,Spain,Basque Country,2020-10-06,505.0,25.0,375.0,105.0,2036.0,71.0,6.0,
COVID_007457,Italy,Piedmont,2021-02-02,524.0,51.0,386.0,87.0,1983.0,49.0,12.6,1.0
COVID_017180,Iran,Golestan,2020-09-20,498.0,29.0,393.0,76.0,1993.0,40.4,14.9,1.0
COVID_016062,Italy,Tuscany,2022-03-12,468.0,11.0,324.0,133.0,1958.0,84.5,17.1,2.0
COVID_011907,Australia,New South Wales,2022-11-06,495.0,22.0,354.0,119.0,2048.0,34.4,18.0,2.0
COVID_001301,France,Normandy,2021-06-22,510.0,33.0,331.0,146.0,2057.0,66.6,7.5,1.0
COVID_014627,Brazil,Santa Catarina,2020-06-19,487.0,37.0,447.0,3.0,1993.0,12.1,5.2,0.0
COVID_004197,France,Grand Est,2022-09-24,525.0,77.0,320.0,128.0,1871.0,33.6,12.9,2.0
COVID_005347,USA,Ohio,2020-08-10,513.0,13.0,331.0,169.0,2060.0,72.5,5.6,1.0
COVID_008437,Italy,Emilia-Romagna,2022-06-02,462.0,28.0,332.0,102.0,2037.0,27.9,3.2,0.0
COVID_000547,Russia,Krasnodar Krai,2020-05-25,548.0,29.0,463.0,56.0,2014.0,64.0,6.6,0.0
COVID_012383,Brazil,Parana,2020-05-23,551.0,51.0,383.0,117.0,2019.0,38.3,12.1,1.0
COVID_013287,USA,Texas,2021-12-05,457.0,61.0,394.0,2.0,2008.0,71.2,6.0,0.0
COVID_013586,South Africa,KwaZulu-Natal,2023-03-17,501.0,9.0,472.0,20.0,1953.0,91.1,5.1,0.0
COVID_003109,UK,Scotland,2022-09-12,492.0,9.0,438.0,45.0,1993.0,61.7,4.4,0.0
COVID_007737,Russia,Republic of Bashkortostan,2021-12-15,509.0,5.0,357.0,147.0,1923.0,19.7,10.9,2.0
COVID_014890,Germany,Hamburg,2021-11-13,498.0,68.0,384.0,46.0,2073.0,17.7,13.3,1.0
COVID_007705,Germany,Hamburg,2022-03-25,513.0,53.0,316.0,144.0,2031.0,83.6,16.7,2.0
COVID_014837,France,Occitanie,2021-02-18,502.0,33.0,343.0,126.0,2009.0,89.6,17.2,2.0
COVID_008505,Iran,Gilan,2023-01-27,487.0,68.0,374.0,45.0,1958.0,20.1,8.8,0.0
COVID_012829,UK,Scotland,2023-02-06,551.0,21.0,486.0,44.0,1996.0,86.1,14.8,1.0
COVID_009733,China,Chongqing,2023-09-05,507.0,27.0,396.0,84.0,1981.0,22.6,11.2,1.0
COVID_006906,Iran,Tehran,2023-03-01,543.0,49.0,453.0,41.0,1896.0,65.1,3.8,0.0
COVID_016692,Russia,Saint Petersburg,2021-02-10,494.0,71.0,405.0,18.0,2084.0,29.9,4.7,0.0
COVID_017323,Brazil,Pernambuco,2021-11-01,540.0,60.0,456.0,24.0,2021.0,94.2,6.7,0.0
COVID_016233,Japan,Kyoto,2021-01-19,457.0,50.0,372.0,35.0,1976.0,69.8,2.9,0.0
COVID_016803,Canada,New Brunswick,2020-04-26,481.0,59.0,453.0,0.0,2074.0,12.2,11.2,0.0
COVID_005030,Mexico,Nuevo Leon,2023-07-23,515.0,43.0,325.0,147.0,2007.0,38.3,5.9,1.0
COVID_000401,Italy,Veneto,2021-07-14,518.0,28.0,463.0,27.0,1945.0,14.7,10.9,0.0
COVID_000378,Canada,Saskatchewan,2021-06-10,512.0,15.0,478.0,19.0,2055.0,60.4,,0.0
COVID_005423,UK,England,2020-01-01,488.0,39.0,396.0,53.0,1956.0,34.4,,0.0
COVID_016246,China,Sichuan,2020-08-20,495.0,54.0,317.0,124.0,1982.0,32.3,5.3,1.0
COVID_006429,USA,Illinois,2020-11-02,478.0,63.0,360.0,55.0,1924.0,94.7,17.5,1.0
COVID_000164,India,Kerala,2021-06-10,512.0,39.0,457.0,16.0,2037.0,51.6,12.6,0.0
COVID_007873,Spain,Aragon,2021-08-09,497.0,30.0,440.0,27.0,1994.0,68.5,14.8,0.0
COVID_002609,South Korea,Gangwon,2023-07-05,506.0,11.0,403.0,92.0,1976.0,63.2,2.8,0.0
COVID_014877,Germany,Lower Saxony,2021-08-11,500.0,50.0,393.0,57.0,1959.0,11.8,3.9,0.0
COVID_015507,Mexico,Veracruz,2023-05-14,499.0,35.0,306.0,158.0,1971.0,25.4,12.8,2.0
COVID_007030,South Korea,Chungcheong,2021-03-12,485.0,34.0,358.0,93.0,2016.0,86.6,2.7,0.0
COVID_001011,Turkey,Istanbul,2020-08-27,500.0,74.0,421.0,5.0,2049.0,10.7,12.7,0.0
COVID_011943,Japan,Kyoto,2020-08-01,515.0,18.0,461.0,36.0,2070.0,11.5,10.7,0.0
COVID_009717,Australia,Northern Territory,2021-06-16,,60.0,377.0,81.0,2001.0,71.2,18.4,1.0
COVID_016872,USA,California,2023-08-28,472.0,45.0,290.0,137.0,2055.0,88.9,4.0,1.0
COVID_000962,USA,North Carolina,2021-01-07,457.0,5.0,305.0,147.0,2001.0,71.8,18.2,3.0
COVID_005698,Canada,Ontario,2020-01-14,489.0,59.0,362.0,68.0,1970.0,92.3,2.9,0.0
COVID_006938,India,Maharashtra,2020-03-25,480.0,41.0,387.0,52.0,1999.0,71.0,,1.0
COVID_001358,UK,England,2020-04-06,499.0,25.0,396.0,78.0,2039.0,56.1,12.4,1.0
COVID_003781,Brazil,Parana,2020-02-08,477.0,69.0,407.0,1.0,1952.0,42.7,7.8,
COVID_016452,Spain,Madrid,2020-07-06,497.0,70.0,373.0,54.0,2055.0,47.1,10.2,1.0
COVID_007430,Canada,New Brunswick,2021-05-25,520.0,69.0,437.0,14.0,1982.0,63.1,18.9,0.0
COVID_012142,Russia,Republic of Bashkortostan,2022-11-06,553.0,36.0,438.0,79.0,2034.0,78.2,11.4,1.0
COVID_005924,Brazil,Pernambuco,2020-01-28,448.0,28.0,410.0,,2048.0,14.2,15.9,0.0
COVID_016712,Japan,Aichi,2021-06-11,489.0,5.0,314.0,170.0,2064.0,75.8,19.7,3.0
COVID_009055,China,Hunan,2021-02-21,503.0,28.0,375.0,100.0,1948.0,48.3,4.5,0.0
COVID_015951,Australia,Tasmania,2022-07-12,526.0,32.0,355.0,139.0,1948.0,37.5,3.8,1.0
COVID_009150,Canada,Quebec,2022-08-16,484.0,61.0,330.0,93.0,1974.0,56.5,2.3,0.0
COVID_003672,USA,Florida,2021-05-09,474.0,37.0,385.0,52.0,2056.0,59.8,9.2,0.0
COVID_005935,UK,Scotland,2021-03-24,507.0,26.0,440.0,41.0,1996.0,92.4,19.8,1.0
COVID_012143,South Africa,Limpopo,2021-05-27,511.0,73.0,398.0,40.0,1973.0,54.7,12.4,
COVID_013942,South Africa,Western Cape,2021-02-28,525.0,63.0,372.0,90.0,2086.0,63.1,17.4,2.0
COVID_012882,South Africa,Gauteng,2023-02-27,500.0,66.0,393.0,41.0,2013.0,44.9,3.1,0.0
COVID_002790,Germany,Schleswig-Holstein,2020-07-19,517.0,9.0,388.0,120.0,2053.0,78.0,10.6,1.0
COVID_011563,Germany,Saxony,2021-03-10,531.0,41.0,354.0,136.0,1990.0,37.2,4.9,1.0
COVID_010181,Iran,East Azerbaijan,2020-10-13,513.0,58.0,392.0,63.0,2012.0,43.8,12.4,1.0
COVID_016674,South Africa,Northern Cape,2022-12-28,492.0,43.0,338.0,111.0,1993.0,87.2,5.3,1.0
COVID_004878,USA,Texas,2023-03-14,506.0,7.0,338.0,161.0,1983.0,31.9,14.0,2.0
COVID_013116,UK,Scotland,2023-02-20,534.0,68.0,360.0,106.0,1968.0,54.1,17.5,2.0
COVID_011419,Japan,Kanagawa,2021-03-03,499.0,63.0,319.0,117.0,1998.0,30.5,6.4,1.0
COVID_000894,Canada,Quebec,2023-08-08,481.0,45.0,300.0,136.0,1997.0,69.6,3.4,0.0
COVID_012369,Italy,Campania,2022-09-24,497.0,33.0,387.0,77.0,2010.0,73.8,6.7,1.0
COVID_002650,Japan,Osaka,2023-08-22,478.0,59.0,409.0,10.0,1979.0,63.1,5.0,0.0
COVID_003797,Australia,Northern Territory,2021-03-17,520.0,74.0,387.0,59.0,1989.0,81.2,14.4,1.0
COVID_014101,UK,Wales,2023-12-22,532.0,67.0,421.0,44.0,2001.0,82.9,17.9,1.0
COVID_016857,Turkey,Mersin,2022-09-23,517.0,27.0,335.0,155.0,2001.0,30.2,12.6,2.0
COVID_002637,Canada,New Brunswick,2021-02-26,494.0,58.0,339.0,97.0,2003.0,30.6,4.5,0.0
COVID_011382,Iran,Tehran,2022-06-23,500.0,59.0,373.0,68.0,1987.0,35.9,10.7,1.0
COVID_001110,Spain,Galicia,2020-01-11,485.0,10.0,387.0,88.0,1971.0,63.9,3.8,0.0
COVID_001809,Iran,Razavi Khorasan,2023-03-10,494.0,26.0,406.0,62.0,1906.0,72.1,5.7,0.0
COVID_016275,Russia,Novosibirsk Oblast,2023-12-07,480.0,50.0,310.0,,1929.0,44.3,11.6,1.0
COVID_012526,Brazil,Pernambuco,2022-04-17,484.0,26.0,331.0,127.0,2003.0,77.1,18.6,2.0
COVID_000307,UK,Scotland,2021-01-23,495.0,55.0,351.0,89.0,2019.0,47.1,16.4,1.0
COVID_014061,South Korea,Daejeon,2023-01-16,529.0,55.0,497.0,0.0,2101.0,88.9,8.6,0.0
COVID_013815,France,Pays de la Loire,2020-09-05,511.0,,347.0,95.0,1920.0,85.0,2.6,0.0
COVID_000105,Mexico,Veracruz,2020-01-08,511.0,44.0,369.0,98.0,1979.0,61.8,12.8,1.0
COVID_016019,Australia,Northern Territory,2021-07-06,502.0,19.0,396.0,87.0,2075.0,80.3,10.0,1.0
COVID_000297,France,Auvergne-Rhone-Alpes,2022-03-18,510.0,64.0,436.0,10.0,2044.0,14.1,15.0,0.0
COVID_010373,Turkey,Bursa,2020-06-28,527.0,18.0,488.0,21.0,1991.0,33.8,4.1,0.0
COVID_014943,South Africa,Free State,2023-04-17,511.0,20.0,449.0,42.0,2065.0,48.1,12.6,1.0
COVID_013147,Germany,North Rhine-Westphalia,2020-04-03,499.0,21.0,451.0,27.0,1940.0,41.5,11.6,0.0
COVID_017720,Iran,Isfahan,2021-08-22,511.0,7.0,440.0,64.0,1974.0,75.0,7.7,0.0
COVID_003669,USA,Georgia,2023-06-15,476.0,44.0,370.0,62.0,1967.0,74.3,7.7,0.0
COVID_014469,UK,Wales,2022-05-10,500.0,53.0,437.0,10.0,2058.0,93.7,13.7,0.0
COVID_004927,USA,Illinois,2023-11-25,547.0,60.0,450.0,37.0,2032.0,35.3,8.0,0.0
COVID_011934,Germany,Schleswig-Holstein,2023-04-10,486.0,60.0,358.0,68.0,1987.0,21.7,16.4,1.0
COVID_017835,Canada,Quebec,2020-12-12,469.0,26.0,282.0,161.0,1960.0,72.0,18.4,
COVID_011823,Turkey,Konya,2020-09-10,511.0,53.0,447.0,11.0,2055.0,66.2,7.7,0.0
COVID_012714,India,West Bengal,2022-07-28,468.0,60.0,377.0,31.0,2014.0,25.1,16.8,1.0
COVID_011835,Australia,South Australia,2021-08-06,537.0,29.0,327.0,181.0,2000.0,20.2,7.5,1.0
COVID_014667,Australia,Western Australia,2023-08-02,494.0,17.0,458.0,19.0,2014.0,27.4,20.0,0.0
COVID_000611,Germany,North Rhine-Westphalia,2021-11-10,466.0,34.0,430.0,2.0,2070.0,25.2,12.0,0.0
COVID_005400,Russia,Moscow Oblast,2020-01-08,496.0,44.0,466.0,0.0,2024.0,43.0,3.2,0.0
COVID_013592,France,Ile-de-France,2022-03-23,510.0,17.0,351.0,142.0,2048.0,83.9,14.7,2.0
COVID_009908,Turkey,Bursa,2022-02-09,508.0,57.0,479.0,0.0,1965.0,50.6,14.2,0.0
COVID_009408,USA,Michigan,2020-08-14,452.0,6.0,,164.0,1978.0,61.0,4.0,1.0
COVID_006860,Turkey,Mersin,2020-06-17,517.0,67.0,489.0,0.0,1963.0,26.7,19.0,0.0
COVID_004548,UK,Scotland,2021-03-25,534.0,70.0,346.0,118.0,1962.0,14.9,19.7,2.0
COVID_012581,South Africa,Eastern Cape,2022-02-14,470.0,57.0,350.0,63.0,1969.0,44.1,8.9,1.0
COVID_010134,India,Andhra Pradesh,2022-05-13,493.0,19.0,344.0,130.0,1919.0,41.4,16.3,2.0
COVID_006757,Spain,Catalonia,2022-11-11,493.0,68.0,452.0,0.0,2002.0,74.0,3.4,0.0
COVID_012025,Mexico,Veracruz,2020-09-05,543.0,63.0,445.0,35.0,1983.0,36.8,18.1,1.0
COVID_017623,Spain,Castile and Leon,2020-10-04,495.0,33.0,332.0,130.0,2136.0,25.7,11.7,2.0
COVID_007381,Italy,Sicily,2020-09-13,505.0,67.0,383.0,55.0,1947.0,89.6,8.7,0.0
COVID_011724,USA,Ohio,2023-04-05,530.0,21.0,477.0,32.0,1996.0,36.9,15.8,1.0
COVID_008665,China,Hunan,2022-12-01,506.0,31.0,366.0,109.0,2063.0,59.3,8.4,1.0
COVID_007732,France,Brittany,2023-12-16,498.0,24.0,459.0,15.0,2012.0,14.2,17.3,0.0
COVID_013804,South Africa,Gauteng,2022-11-07,485.0,38.0,392.0,55.0,1928.0,67.2,18.9,1.0
COVID_008471,Spain,Castilla-La Mancha,2020-01-22,476.0,22.0,384.0,70.0,1982.0,17.5,13.4,1.0
COVID_011238,France,Nouvelle-Aquitaine,2023-04-27,499.0,48.0,305.0,146.0,1973.0,36.2,11.1,2.0
COVID_011567,China,Jiangsu,2021-12-22,473.0,58.0,438.0,0.0,1998.0,30.6,6.0,0.0
COVID_010812,Japan,Osaka,2022-03-23,532.0,69.0,388.0,75.0,1970.0,80.3,2.5,0.0
COVID_016187,Japan,Tokyo,2022-05-18,547.0,57.0,355.0,135.0,1990.0,28.9,14.7,2.0
COVID_006585,Australia,Western Australia,2021-12-19,470.0,28.0,354.0,88.0,2011.0,10.9,16.2,1.0
COVID_002949,China,Chongqing,2020-10-06,539.0,19.0,427.0,93.0,2033.0,11.1,17.5,2.0
COVID_001330,India,Gujarat,2022-01-18,535.0,,429.0,86.0,2026.0,24.6,8.5,1.0
COVID_017202,Japan,Hyogo,2021-03-02,528.0,8.0,469.0,51.0,1995.0,57.2,17.8,1.0
COVID_005262,Germany,Hamburg,2022-04-26,527.0,58.0,343.0,126.0,2056.0,53.2,9.0,1.0
COVID_000074,Turkey,Ankara,2021-12-14,508.0,47.0,351.0,110.0,2092.0,68.2,2.5,0.0
COVID_002348,Germany,Baden-Wurttemberg,2023-05-16,503.0,26.0,454.0,23.0,2019.0,47.8,18.3,0.0
COVID_011177,South Africa,Northern Cape,2022-06-26,517.0,16.0,353.0,148.0,2006.0,35.5,14.3,2.0
COVID_001399,Germany,North Rhine-Westphalia,2020-02-05,499.0,65.0,466.0,0.0,2002.0,41.0,8.2,0.0
COVID_005709,India,Uttar Pradesh,2021-04-11,526.0,32.0,329.0,165.0,2051.0,38.0,3.2,1.0
COVID_000314,Japan,Hyogo,2022-04-17,513.0,42.0,448.0,23.0,1913.0,88.9,,0.0
COVID_005957,Italy,Tuscany,2020-09-08,514.0,20.0,435.0,59.0,1962.0,69.8,17.0,1.0
COVID_011407,Japan,Kanagawa,2020-02-07,480.0,64.0,382.0,34.0,1936.0,29.7,19.6,1.0
COVID_006825,Brazil,Sao Paulo,2021-02-01,462.0,22.0,415.0,25.0,1995.0,85.1,5.6,0.0
COVID_001888,UK,Wales,2020-06-08,465.0,28.0,291.0,146.0,,43.1,4.7,1.0
COVID_013713,USA,Illinois,2023-09-22,508.0,48.0,380.0,80.0,2082.0,93.2,14.8,1.0
COVID_015734,Iran,Golestan,2020-05-03,517.0,75.0,411.0,31.0,1974.0,84.3,6.4,0.0
COVID_015449,Australia,Western Australia,2021-12-10,499.0,47.0,408.0,44.0,2025.0,,9.6,0.0
COVID_001297,Germany,Bavaria,2020-02-27,540.0,20.0,453.0,67.0,2030.0,70.8,6.1,0.0
COVID_009864,Australia,Tasmania,2020-12-20,493.0,25.0,443.0,25.0,2026.0,31.1,10.6,0.0
COVID_011026,Spain,Catalonia,2020-04-08,473.0,55.0,313.0,105.0,2023.0,86.2,8.3,1.0
COVID_004317,South Korea,Gyeonggi,2020-11-02,546.0,51.0,510.0,0.0,1975.0,81.3,12.1,0.0
COVID_002153,South Africa,Western Cape,2022-09-10,482.0,12.0,317.0,153.0,1953.0,34.1,7.1,1.0
